x,y,z,SaliencyScore,Labels,EEGScore,NormalizedCombinedScore
-0.2037,0.1474,0.4131,0.0,[],0.0,0.0011714596387098289
0.4353,-0.0414,0.5609,0.0,[],0.0,0.0011714596387098289
-0.048,-0.0434,0.2837,0.0,[],0.0,0.0011714596387098289
0.1427,-0.0522,-0.2998,0.0,[],0.0,0.0011714596387098289
0.2952,-0.2414,0.2798,0.0,[],0.0,0.0011714596387098289
0.3058,0.0333,-0.0991,0.3579387186629527,['Neutral'],0.0,0.02999136924608061
0.1449,-0.2414,-0.1007,0.0,[],0.0,0.0011714596387098289
0.4001,-0.0767,-0.2522,0.0,[],0.0,0.0011714596387098289
0.5669,-0.2414,-0.2514,0.0,[],0.0,0.0011714596387098289
-0.244,-0.1504,-0.2069,0.0,[],0.0,0.0011714596387098289
-0.3724,0.1427,0.0233,0.0,[],0.0,0.0011714596387098289
0.7549,0.0876,-0.284,5.9361072423398324,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0,0.4791249897372125
0.2882,0.1586,-0.1182,0.0,[],0.0,0.0011714596387098289
0.3341,-0.2414,-0.1548,0.0,[],0.0,0.0011714596387098289
0.4081,-0.0414,-0.1458,0.0,[],0.0,0.0011714596387098289
0.5418,-0.2023,-0.1356,0.0,[],0.0,0.0011714596387098289
-0.1832,0.1886,-0.3904,0.0,[],0.0,0.0011714596387098289
-0.0166,0.1586,0.0916,0.0,[],0.0,0.0011714596387098289
-0.2511,0.1586,-0.1584,0.0,[],0.0,0.0011714596387098289
-0.3941,0.0761,-0.0793,0.35480501392757663,['Neutral'],0.0,0.02973905486235849
0.4193,-0.0194,-0.1568,0.0,[],0.0,0.0011714596387098289
0.0483,-0.2414,-0.2374,0.0,[],0.0,0.0011714596387098289
0.4202,0.0343,-0.2526,0.0,[],0.0,0.0011714596387098289
-0.1749,0.029,0.4033,0.0,[],0.0,0.0011714596387098289
0.1997,-0.0529,-0.2791,0.0,[],0.0,0.0011714596387098289
-0.5004,-0.2414,-0.0369,0.0,[],0.0,0.0011714596387098289
0.516,-0.17,-0.2598,0.0,[],0.0,0.0011714596387098289
0.1867,-0.1716,-0.2831,2.0912256267409473,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0,0.1695492583759364
-0.1564,0.1586,0.0438,0.0,[],0.0,0.0011714596387098289
-0.216,0.1931,0.2416,0.19220055710306408,['Neutral'],0.0,0.016646741840333053
-0.1643,0.0956,0.4858,0.0,[],0.0,0.0011714596387098289
0.3044,0.0108,-0.2274,0.0,[],0.0,0.0011714596387098289
