x,y,z,EEGScore,NormalizedEEGScore
-0.0901,0.205,-0.3266,0.0,0.0
0.0972,0.205,-0.318,0.0,0.0
-0.2779,-0.0783,0.2585,0.0,0.0
0.0731,0.205,-0.1441,10.0,-0.574468085106383
-0.0278,-0.005,-0.4922,0.0,0.0
0.2044,-0.0331,-0.078,0.0,0.0
-0.1705,-0.015,-0.0707,0.0,0.0
0.2247,-0.1539,-0.0781,0.0,0.0
-0.4305,0.005,-0.1753,0.0,0.0
0.0492,0.005,-0.1606,0.0,0.0
-0.6448,0.0954,-0.479,0.0,0.0
-0.4366,0.215,-0.1908,0.0,0.0
0.0625,-0.005,-0.3804,0.0,0.0
-0.5615,-0.005,0.2451,0.0,0.0
0.1939,0.005,-0.5258,0.0,0.0
0.0944,0.205,-0.0535,0.0,0.0
0.096,-0.005,-0.7056,1.0,-0.9574468085106383
-0.4451,-0.005,0.3388,0.0,0.0
0.1483,-0.015,0.0177,0.0,0.0
-0.2779,-0.1589,0.4375,0.0,0.0
-0.3652,0.215,-0.1156,2.0,-0.9148936170212766
0.65,-0.1205,-0.3995,0.0,0.0
-0.2005,-0.005,0.476,0.0,0.0
-0.3314,0.005,-0.2095,0.0,0.0
0.1813,0.1299,-0.2552,4.0,-0.8297872340425532
-0.0954,-0.005,-0.387,0.0,0.0
0.1527,-0.005,-0.2163,0.0,0.0
-0.4537,-0.005,0.4392,0.0,0.0
-0.2218,0.205,-0.3968,0.0,0.0
0.4281,-0.015,0.0017,0.0,0.0
-0.0577,0.205,-0.6532,0.0,0.0
0.0821,0.205,-0.1672,3.0,-0.8723404255319149
-0.5435,-0.015,-0.2672,2.0,-0.9148936170212766
0.1813,0.1525,-0.093,0.0,0.0
0.181,0.205,-0.5703,0.0,0.0
-0.6039,-0.005,-0.2108,0.0,0.0
0.1813,0.0711,-0.2325,0.0,0.0
0.3086,-0.015,-0.0961,4.0,-0.8297872340425532
0.0567,0.005,0.2072,0.0,0.0
0.1333,0.215,0.0652,0.0,0.0
-0.4388,0.0931,-0.479,0.0,0.0
-0.6587,0.1546,-0.3423,0.0,0.0
0.0875,-0.015,-0.4392,0.0,0.0
0.0812,-0.005,-0.4423,0.0,0.0
-0.0241,0.215,-0.2705,0.0,0.0
-0.1442,0.205,0.2305,0.0,0.0
-0.1873,0.215,-0.0115,4.0,-0.8297872340425532
0.6524,-0.015,-0.0795,0.0,0.0
-0.3765,0.005,-0.3318,0.0,0.0
-0.2604,-0.005,-0.1896,0.0,0.0
-0.0684,0.005,0.029,0.0,0.0
-0.5665,0.0966,-0.479,0.0,0.0
0.6514,-0.015,-0.3477,5.0,-0.7872340425531915
0.6015,-0.015,-0.0522,0.0,0.0
-0.1696,0.205,-0.4746,0.0,0.0
-0.224,0.215,-0.3913,0.0,0.0
-0.0935,0.005,0.0524,0.0,0.0
-0.0511,0.005,0.0451,0.0,0.0
-0.2356,-0.005,-0.3113,0.0,0.0
-0.2779,-0.0662,0.2176,0.0,0.0
-0.0203,0.205,0.1429,0.0,0.0
0.1699,0.005,-0.2135,0.0,0.0
-0.29,0.005,-0.0926,0.0,0.0
-0.222,0.0724,-0.0905,0.0,0.0
-0.236,-0.0339,-0.0748,1.0,-0.9574468085106383
-0.1691,-0.015,-0.0778,0.0,0.0
-0.2408,0.205,-0.2207,8.0,-0.6595744680851063
-0.2055,-0.152,-0.075,6.0,-0.7446808510638299
0.66,-0.0902,-0.1466,1.0,-0.9574468085106383
-0.1602,0.005,-0.6136,0.0,0.0
-0.1143,0.215,0.0876,2.0,-0.9148936170212766
-0.5096,-0.005,-0.4693,0.0,0.0
-0.1577,0.205,0.1755,0.0,0.0
0.0046,-0.005,-0.0119,2.0,-0.9148936170212766
-0.5308,-0.005,-0.3056,1.0,-0.9574468085106383
-0.5567,-0.005,-0.1012,0.0,0.0
-0.4576,-0.015,-0.1435,0.0,0.0
0.228,-0.0529,-0.479,1.0,-0.9574468085106383
0.65,-0.0494,-0.4176,2.0,-0.9148936170212766
-0.0188,-0.0586,-0.479,1.0,-0.9574468085106383
-0.0926,-0.005,-0.3208,0.0,0.0
-0.5869,-0.015,0.2276,0.0,0.0
-0.5834,0.005,-0.1454,0.0,0.0
-0.2314,-0.005,0.7075,2.0,-0.9148936170212766
0.1058,-0.005,-0.1543,0.0,0.0
-0.131,-0.1877,-0.0442,8.0,-0.6595744680851063
-0.6587,-0.0454,0.403,0.0,0.0
0.48,-0.015,-0.0841,0.0,0.0
0.2883,-0.015,-0.3344,0.0,0.0
-0.4051,0.005,-0.4059,0.0,0.0
0.0405,0.005,0.1902,0.0,0.0
-0.6204,0.005,-0.4537,0.0,0.0
-0.0687,0.0707,0.3044,8.0,-0.6595744680851063
-0.2779,-0.1347,0.3464,0.0,0.0
0.0428,0.205,-0.1943,1.0,-0.9574468085106383
-0.6587,0.1301,-0.3455,0.0,0.0
-0.1887,0.182,-0.479,0.0,0.0
-0.5582,-0.005,0.4796,0.0,0.0
0.6557,-0.005,-0.3797,0.0,0.0
0.1018,0.1383,0.1281,1.0,-0.9574468085106383
0.1813,0.1908,-0.2076,0.0,0.0
-0.105,0.215,0.0005,9.0,-0.6170212765957447
-0.3575,-0.0816,-0.479,0.0,0.0
-0.6514,-0.005,-0.3917,0.0,0.0
-0.1898,0.205,0.038,0.0,0.0
-0.2251,0.215,-0.1986,4.0,-0.8297872340425532
-0.2147,-0.015,0.2912,0.0,0.0
-0.3917,-0.005,0.6487,0.0,0.0
-0.1666,-0.005,-0.1998,0.0,0.0
0.0241,-0.1789,-0.479,0.0,0.0
-0.6587,-0.1134,-0.2133,0.0,0.0
-0.2821,0.205,-0.4619,0.0,0.0
-0.0516,-0.1309,-0.0391,1.0,-0.9574468085106383
-0.4694,-0.015,0.0997,0.0,0.0
-0.5283,0.005,-0.2927,0.0,0.0
0.1393,-0.015,-0.3671,1.0,-0.9574468085106383
-0.2779,-0.005,0.2845,4.0,-0.8297872340425532
-0.459,-0.0147,0.5102,3.0,-0.8723404255319149
-0.5868,0.005,-0.2711,0.0,0.0
0.1762,-0.0014,-0.7315,0.0,0.0
-0.4695,-0.005,-0.3826,0.0,0.0
-0.1961,0.205,0.0536,0.0,0.0
-0.2779,-0.1942,0.1326,7.0,-0.7021276595744681
0.1381,-0.005,-0.3895,0.0,0.0
-0.1534,-0.005,-0.1005,0.0,0.0
0.0898,-0.015,-0.182,0.0,0.0
-0.4919,-0.005,0.5098,0.0,0.0
-0.4023,-0.005,0.1197,0.0,0.0
-0.5631,-0.005,-0.1635,1.0,-0.9574468085106383
0.1775,-0.005,-0.3144,1.0,-0.9574468085106383
-0.6587,-0.1741,-0.1733,0.0,0.0
-0.4406,-0.005,0.096,0.0,0.0
-0.3194,0.0763,-0.479,0.0,0.0
-0.0483,0.0429,0.3044,0.0,0.0
0.0972,-0.005,-0.177,0.0,0.0
0.2225,-0.015,-0.3526,0.0,0.0
-0.0105,0.205,-0.1235,1.0,-0.9574468085106383
-0.2705,-0.015,0.6619,2.0,-0.9148936170212766
-0.1965,0.215,-0.122,0.0,0.0
-0.1431,0.215,0.2278,0.0,0.0
0.2831,-0.015,-0.0044,0.0,0.0
-0.1791,-0.015,-0.0101,16.0,-0.3191489361702128
-0.0136,0.005,-0.1141,0.0,0.0
-0.0068,0.005,-0.0401,0.0,0.0
-0.164,0.215,-0.4723,0.0,0.0
-0.1659,0.005,-0.1557,0.0,0.0
-0.6515,0.005,-0.4611,0.0,0.0
-0.4468,-0.005,-0.0177,1.0,-0.9574468085106383
-0.007,0.005,-0.3682,0.0,0.0
-0.5541,-0.005,-0.1799,2.0,-0.9148936170212766
0.2144,0.205,-0.5923,0.0,0.0
-0.0944,0.215,0.0909,0.0,0.0
-0.2774,-0.005,-0.1722,0.0,0.0
-0.1116,0.0521,-0.479,0.0,0.0
-0.017,-0.005,-0.0186,0.0,0.0
-0.2611,-0.0276,-0.479,0.0,0.0
0.046,0.0178,0.1281,0.0,0.0
-0.6587,0.1391,-0.245,0.0,0.0
-0.1131,0.1375,-0.479,0.0,0.0
-0.1441,0.205,-0.1827,0.0,0.0
0.0378,0.215,0.1523,0.0,0.0
-0.179,-0.015,-0.224,0.0,0.0
-0.5855,-0.1837,-0.479,0.0,0.0
0.3524,-0.1646,-0.3678,1.0,-0.9574468085106383
-0.6587,-0.2141,0.4679,0.0,0.0
0.308,-0.1798,-0.479,0.0,0.0
-0.0078,0.005,-0.2772,0.0,0.0
0.66,-0.0345,-0.4426,2.0,-0.9148936170212766
-0.432,-0.0106,0.3139,3.0,-0.8723404255319149
-0.1034,0.005,-0.4746,0.0,0.0
0.0694,0.215,0.0007,0.0,0.0
-0.0821,0.205,-0.4467,0.0,0.0
-0.1871,0.215,0.1208,0.0,0.0
-0.3041,-0.1988,0.5813,0.0,0.0
0.1813,0.1645,-0.1577,0.0,0.0
-0.4789,0.005,-0.4595,0.0,0.0
-0.2438,0.005,-0.1869,0.0,0.0
0.1631,0.215,0.1678,0.0,0.0
0.3145,-0.015,-0.316,0.0,0.0
-0.6587,-0.1155,-0.2626,0.0,0.0
0.151,-0.005,0.2822,0.0,0.0
-0.3089,0.1495,-0.0905,1.0,-0.9574468085106383
0.2565,-0.1404,-0.479,0.0,0.0
0.1228,-0.005,-0.1363,0.0,0.0
0.6419,-0.015,-0.4381,1.0,-0.9574468085106383
-0.4264,-0.005,-0.1493,0.0,0.0
-0.0889,-0.005,-0.0936,0.0,0.0
-0.2874,-0.015,0.195,2.0,-0.9148936170212766
0.2237,0.215,0.144,0.0,0.0
0.161,0.205,-0.1264,0.0,0.0
0.4137,-0.015,-0.0871,2.0,-0.9148936170212766
0.1014,-0.005,-0.0826,0.0,0.0
-0.3067,0.215,-0.3749,0.0,0.0
0.2283,-0.015,-0.1967,0.0,0.0
0.2295,-0.1084,-0.0781,5.0,-0.7872340425531915
-0.2087,0.1962,-0.1265,0.0,0.0
-0.2779,-0.0967,0.2031,0.0,0.0
-0.1829,0.205,-0.1313,0.0,0.0
-0.4588,-0.015,0.5093,3.0,-0.8723404255319149
0.2345,0.205,-0.6735,0.0,0.0
-0.0658,-0.0956,-0.076,0.0,0.0
0.0787,-0.015,-0.216,0.0,0.0
-0.6125,0.005,-0.2748,0.0,0.0
-0.2065,0.005,-0.0259,2.0,-0.9148936170212766
0.2148,0.005,0.1269,2.0,-0.9148936170212766
0.1376,0.005,0.1678,0.0,0.0
-0.5258,0.005,-0.271,0.0,0.0
-0.0457,0.205,-0.3219,0.0,0.0
0.0308,-0.031,-0.0767,0.0,0.0
-0.1351,-0.005,-0.4066,0.0,0.0
-0.1879,0.215,0.1352,0.0,0.0
0.2154,0.005,-0.428,1.0,-0.9574468085106383
0.0818,-0.005,0.1752,8.0,-0.6595744680851063
-0.5463,-0.005,-0.4099,0.0,0.0
0.1813,0.2008,-0.4658,0.0,0.0
-0.1927,0.205,-0.1476,1.0,-0.9574468085106383
0.1181,0.1009,0.2944,6.0,-0.7446808510638299
0.2123,-0.0326,-0.078,0.0,0.0
-0.0405,-0.005,0.2288,1.0,-0.9574468085106383
0.1374,0.215,-0.6934,0.0,0.0
0.097,0.0643,0.3044,2.0,-0.9148936170212766
-0.0798,-0.005,0.1133,0.0,0.0
-0.0442,0.205,0.0081,0.0,0.0
-0.5689,0.1453,-0.0905,3.0,-0.8723404255319149
-0.2091,-0.005,-0.3083,0.0,0.0
-0.0895,0.1685,-0.479,0.0,0.0
-0.1791,-0.015,0.2853,1.0,-0.9574468085106383
-0.2087,0.1763,0.0751,0.0,0.0
-0.0941,0.205,0.0931,0.0,0.0
0.1813,0.0552,-0.4501,1.0,-0.9574468085106383
0.2342,0.215,-0.2879,0.0,0.0
-0.1718,0.0967,-0.479,0.0,0.0
-0.6036,-0.015,0.3135,8.0,-0.6595744680851063
-0.4826,-0.015,0.1668,2.0,-0.9148936170212766
0.5695,-0.0115,-0.3405,2.0,-0.9148936170212766
0.5045,-0.005,-0.1269,10.0,-0.574468085106383
0.086,-0.015,-0.2182,0.0,0.0
-0.2779,-0.1555,0.5383,1.0,-0.9574468085106383
-0.1194,0.005,-0.3504,0.0,0.0
0.0224,0.005,-0.0837,0.0,0.0
-0.4549,-0.015,0.4196,0.0,0.0
-0.4486,0.215,-0.1666,0.0,0.0
-0.0716,0.205,-0.3553,0.0,0.0
0.1207,0.005,-0.0469,0.0,0.0
-0.1623,-0.005,-0.4255,0.0,0.0
0.0765,-0.005,-0.2792,0.0,0.0
-0.2972,-0.015,0.3769,1.0,-0.9574468085106383
-0.598,-0.1433,-0.479,0.0,0.0
-0.1801,0.205,-0.2338,0.0,0.0
0.2408,-0.005,-0.0083,0.0,0.0
0.1823,-0.015,-0.2917,0.0,0.0
0.1477,0.005,-0.5762,0.0,0.0
0.127,0.005,0.0019,0.0,0.0
-0.3261,-0.015,-0.4332,0.0,0.0
-0.135,0.005,0.1349,4.0,-0.8297872340425532
-0.3644,-0.015,0.2054,0.0,0.0
-0.2041,-0.005,0.6433,0.0,0.0
0.3196,-0.015,-0.4465,2.0,-0.9148936170212766
0.1736,0.215,-0.1483,0.0,0.0
-0.5036,0.205,-0.2416,0.0,0.0
-0.5495,-0.0104,0.7315,0.0,0.0
0.2033,-0.015,-0.1629,0.0,0.0
0.0957,0.005,-0.5887,0.0,0.0
-0.0223,-0.005,-0.2666,0.0,0.0
-0.138,-0.005,0.3033,1.0,-0.9574468085106383
0.0991,0.005,-0.376,0.0,0.0
-0.2066,-0.005,0.1375,0.0,0.0
-0.6587,-0.0661,-0.4487,0.0,0.0
0.0729,0.005,-0.4991,0.0,0.0
-0.4623,-0.005,-0.3808,0.0,0.0
-0.3759,-0.015,0.0988,0.0,0.0
-0.5199,-0.015,0.3273,0.0,0.0
-0.2087,-0.0024,-0.3927,0.0,0.0
0.0555,-0.005,-0.3567,0.0,0.0
0.0886,-0.005,-0.5106,0.0,0.0
-0.4777,-0.005,-0.1184,1.0,-0.9574468085106383
0.1061,0.005,-0.4348,0.0,0.0
-0.3174,0.215,-0.3804,0.0,0.0
0.4557,-0.005,-0.122,2.0,-0.9148936170212766
-0.17,-0.005,-0.4836,0.0,0.0
0.0092,-0.005,-0.3063,0.0,0.0
-0.4037,-0.005,-0.2347,0.0,0.0
0.0309,-0.005,-0.3452,0.0,0.0
-0.193,-0.015,-0.4274,0.0,0.0
0.0689,0.205,0.0137,0.0,0.0
0.0674,0.215,-0.512,0.0,0.0
-0.0501,-0.005,-0.3095,0.0,0.0
-0.1225,0.205,-0.3775,0.0,0.0
-0.1434,-0.005,-0.4335,0.0,0.0
-0.0063,-0.005,-0.0309,3.0,-0.8723404255319149
0.1525,0.005,0.2084,0.0,0.0
-0.462,-0.005,0.398,0.0,0.0
0.4058,-0.005,-0.0451,0.0,0.0
0.2861,-0.0746,-0.479,3.0,-0.8723404255319149
0.037,0.005,-0.3533,0.0,0.0
-0.2125,-0.015,-0.1241,0.0,0.0
-0.2779,-0.0833,0.494,1.0,-0.9574468085106383
0.0804,0.215,-0.0015,0.0,0.0
-0.4116,-0.015,0.4373,0.0,0.0
0.3222,-0.005,-0.2758,0.0,0.0
-0.516,0.0711,-0.0905,0.0,0.0
-0.2779,-0.181,0.0958,3.0,-0.8723404255319149
0.052,0.005,-0.203,0.0,0.0
-0.5863,-0.108,0.5813,0.0,0.0
-0.2526,-0.005,0.2292,0.0,0.0
-0.5007,-0.1463,-0.479,0.0,0.0
-0.6587,-0.1781,0.1977,0.0,0.0
-0.4934,-0.015,0.2455,0.0,0.0
0.3496,-0.005,-0.0639,11.0,-0.5319148936170213
-0.6587,-0.1876,-0.0062,0.0,0.0
-0.6587,-0.1466,0.0082,0.0,0.0
-0.0717,0.205,-0.211,2.0,-0.9148936170212766
0.66,-0.1723,-0.4707,0.0,0.0
-0.2402,0.005,-0.1531,0.0,0.0
0.1897,-0.005,-0.2215,1.0,-0.9574468085106383
-0.0514,0.205,-0.4079,0.0,0.0
0.2237,-0.015,-0.4332,0.0,0.0
-0.1536,0.215,0.0931,2.0,-0.9148936170212766
-0.0891,0.205,-0.6075,0.0,0.0
-0.5879,-0.005,0.122,0.0,0.0
0.2867,-0.015,-0.0743,1.0,-0.9574468085106383
0.5361,-0.005,-0.1132,2.0,-0.9148936170212766
-0.3498,0.215,-0.1317,0.0,0.0
0.0259,-0.005,0.2651,0.0,0.0
-0.1889,0.005,-0.3192,0.0,0.0
-0.0561,0.205,-0.1446,0.0,0.0
0.3024,-0.1376,-0.479,0.0,0.0
0.1647,-0.005,-0.4442,0.0,0.0
0.0383,0.005,0.1219,0.0,0.0
-0.4001,-0.0265,-0.479,0.0,0.0
0.1687,0.215,-0.0896,0.0,0.0
0.4931,-0.015,-0.3049,2.0,-0.9148936170212766
0.3524,-0.1228,-0.2476,2.0,-0.9148936170212766
-0.0862,0.005,-0.2511,0.0,0.0
-0.5014,0.205,-0.1527,0.0,0.0
-0.0516,-0.1579,-0.0435,4.0,-0.8297872340425532
-0.4615,-0.005,0.222,2.0,-0.9148936170212766
-0.1613,-0.005,-0.4017,0.0,0.0
-0.6052,-0.015,0.0037,0.0,0.0
-0.6587,-0.0857,-0.2567,0.0,0.0
-0.3405,-0.005,-0.0479,0.0,0.0
-0.0281,0.205,-0.1985,0.0,0.0
0.6119,-0.005,-0.3471,0.0,0.0
-0.4909,-0.0806,-0.479,0.0,0.0
-0.3774,0.0961,-0.0905,11.0,-0.5319148936170213
-0.1313,0.005,0.0453,0.0,0.0
0.0542,0.005,0.253,0.0,0.0
0.1868,-0.005,-0.0693,0.0,0.0
0.5244,-0.005,-0.087,0.0,0.0
0.659,-0.2129,-0.1623,0.0,0.0
0.1798,-0.015,-0.2949,0.0,0.0
-0.0522,0.005,-0.0561,0.0,0.0
0.1498,0.005,-0.139,0.0,0.0
0.6495,-0.015,0.0,2.0,-0.9148936170212766
-0.6587,0.0219,-0.2678,0.0,0.0
0.1473,0.005,0.0195,0.0,0.0
-0.4087,0.205,-0.3845,0.0,0.0
0.0817,0.2022,0.3044,0.0,0.0
-0.1056,0.215,0.1846,0.0,0.0
-0.6587,-0.1135,0.4263,0.0,0.0
-0.3852,0.215,-0.1465,6.0,-0.7446808510638299
-0.0539,0.215,-0.5705,0.0,0.0
0.315,-0.015,-0.0616,1.0,-0.9574468085106383
-0.1966,0.215,-0.2899,0.0,0.0
-0.6252,-0.005,0.1541,0.0,0.0
0.2749,-0.005,-0.1039,3.0,-0.8723404255319149
-0.1237,-0.1865,-0.0756,1.0,-0.9574468085106383
-0.3591,0.005,-0.1525,0.0,0.0
-0.5566,-0.005,-0.222,1.0,-0.9574468085106383
-0.1805,-0.015,0.0603,1.0,-0.9574468085106383
-0.5701,-0.005,0.7162,1.0,-0.9574468085106383
-0.6576,-0.005,-0.3925,0.0,0.0
-0.5132,0.205,-0.1214,0.0,0.0
-0.152,0.005,-0.6312,0.0,0.0
-0.0546,-0.1188,-0.479,0.0,0.0
-0.2795,-0.015,0.4242,2.0,-0.9148936170212766
-0.1277,-0.015,-0.3808,0.0,0.0
-0.2159,0.005,-0.3564,0.0,0.0
-0.2414,-0.005,-0.396,0.0,0.0
-0.4339,0.005,-0.2095,0.0,0.0
0.1969,-0.005,-0.1146,5.0,-0.7872340425531915
-0.2087,0.0056,-0.0788,0.0,0.0
-0.4181,0.215,-0.2348,0.0,0.0
-0.2779,-0.1621,-0.0329,15.0,-0.36170212765957444
-0.1175,0.005,-0.3284,0.0,0.0
-0.024,0.005,-0.2473,0.0,0.0
0.1642,0.205,-0.666,0.0,0.0
-0.4008,-0.015,0.6006,0.0,0.0
-0.533,-0.015,-0.1255,0.0,0.0
-0.2087,0.1718,0.3006,2.0,-0.9148936170212766
0.2096,0.005,-0.4734,1.0,-0.9574468085106383
-0.6583,-0.0073,-0.0241,0.0,0.0
-0.1008,0.005,-0.0116,0.0,0.0
0.2413,0.2142,-0.6357,0.0,0.0
-0.0374,-0.015,-0.1797,0.0,0.0
-0.0583,-0.005,0.2836,4.0,-0.8297872340425532
-0.1548,0.005,0.2623,1.0,-0.9574468085106383
0.0757,0.005,-0.5395,0.0,0.0
0.1238,-0.005,-0.4959,0.0,0.0
-0.1399,-0.005,0.1373,2.0,-0.9148936170212766
-0.6587,-0.146,0.1361,0.0,0.0
-0.0355,-0.005,-0.5397,2.0,-0.9148936170212766
-0.465,0.215,-0.2443,0.0,0.0
0.124,-0.005,-0.0242,0.0,0.0
-0.1378,0.205,-0.0101,6.0,-0.7446808510638299
-0.2449,-0.015,0.0169,3.0,-0.8723404255319149
0.1131,0.205,-0.1283,5.0,-0.7872340425531915
-0.1369,0.205,-0.0532,7.0,-0.7021276595744681
-0.5714,-0.015,0.65,0.0,0.0
-0.0104,0.205,-0.6631,0.0,0.0
-0.2779,-0.1229,0.4393,1.0,-0.9574468085106383
-0.5365,0.005,-0.474,0.0,0.0
-0.1627,0.005,0.2045,4.0,-0.8297872340425532
0.0167,0.205,-0.3099,1.0,-0.9574468085106383
-0.286,-0.005,0.2236,1.0,-0.9574468085106383
-0.6587,-0.0625,-0.0791,0.0,0.0
-0.419,-0.005,0.5096,5.0,-0.7872340425531915
-0.0245,-0.005,-0.236,0.0,0.0
0.1487,0.215,0.174,0.0,0.0
-0.0693,0.205,-0.5838,0.0,0.0
-0.1565,0.005,-0.5149,0.0,0.0
-0.0594,-0.005,-0.3227,0.0,0.0
-0.5984,-0.005,-0.2541,0.0,0.0
-0.631,0.005,-0.4195,0.0,0.0
-0.6587,0.1158,-0.11,2.0,-0.9148936170212766
0.2413,0.2119,-0.0355,3.0,-0.8723404255319149
-0.1346,0.2029,-0.479,0.0,0.0
-0.3549,-0.015,-0.0592,0.0,0.0
0.135,0.005,0.2109,1.0,-0.9574468085106383
-0.2577,-0.005,-0.1958,0.0,0.0
0.1555,-0.005,-0.0076,1.0,-0.9574468085106383
-0.1746,0.005,0.2306,7.0,-0.7021276595744681
-0.2942,-0.015,0.4262,3.0,-0.8723404255319149
0.0402,-0.015,-0.4262,0.0,0.0
0.1619,0.215,-0.5076,0.0,0.0
-0.1784,0.207,-0.7315,0.0,0.0
-0.311,-0.005,0.4073,5.0,-0.7872340425531915
-0.099,-0.015,-0.3841,0.0,0.0
-0.2612,0.005,-0.3479,0.0,0.0
-0.3988,-0.015,-0.4214,0.0,0.0
-0.1542,-0.005,0.2767,2.0,-0.9148936170212766
-0.237,-0.005,0.287,0.0,0.0
0.0805,-0.005,0.2737,0.0,0.0
-0.2149,0.205,-0.3697,0.0,0.0
-0.6515,0.215,-0.2365,0.0,0.0
-0.6587,-0.0173,0.3406,0.0,0.0
0.66,-0.083,-0.4527,1.0,-0.9574468085106383
-0.1152,0.205,-0.6654,0.0,0.0
0.66,-0.0786,-0.0873,2.0,-0.9148936170212766
-0.1663,0.005,-0.3293,0.0,0.0
-0.1197,0.215,-0.3827,0.0,0.0
-0.1447,0.205,-0.3211,1.0,-0.9574468085106383
0.0112,-0.1755,-0.479,0.0,0.0
0.1154,0.005,0.0332,0.0,0.0
0.0092,0.215,-0.1415,1.0,-0.9574468085106383
0.0646,-0.005,-0.0749,0.0,0.0
-0.2744,-0.1359,-0.0745,0.0,0.0
-0.4356,-0.015,-0.1644,0.0,0.0
0.66,-0.1944,0.0064,0.0,0.0
-0.493,0.005,-0.4423,0.0,0.0
-0.6587,-0.1595,0.0644,0.0,0.0
-0.2032,-0.005,-0.5785,0.0,0.0
-0.6024,-0.005,-0.4766,0.0,0.0
0.2011,-0.005,0.2819,11.0,-0.5319148936170213
-0.4668,0.215,-0.1425,0.0,0.0
-0.2907,-0.005,0.3013,3.0,-0.8723404255319149
-0.0516,-0.1293,-0.0516,4.0,-0.8297872340425532
-0.2774,-0.005,0.0433,4.0,-0.8297872340425532
0.1117,0.215,-0.4711,0.0,0.0
-0.4847,-0.005,-0.1951,1.0,-0.9574468085106383
-0.6368,-0.0395,0.5813,1.0,-0.9574468085106383
0.1598,0.205,-0.1141,0.0,0.0
0.2353,-0.005,-0.5985,1.0,-0.9574468085106383
-0.0549,-0.005,0.2196,0.0,0.0
0.2011,-0.015,-0.3018,0.0,0.0
-0.5101,-0.015,-0.2221,1.0,-0.9574468085106383
0.2269,-0.005,-0.3969,0.0,0.0
-0.2779,-0.0755,0.3957,0.0,0.0
0.4212,-0.005,-0.3389,3.0,-0.8723404255319149
-0.536,0.1129,-0.479,0.0,0.0
0.3982,-0.015,-0.1699,2.0,-0.9148936170212766
-0.0634,-0.005,-0.7234,0.0,0.0
0.0284,-0.005,-0.1081,0.0,0.0
-0.22,-0.015,-0.195,0.0,0.0
0.3103,-0.005,-0.4173,0.0,0.0
0.0655,0.215,-0.4689,1.0,-0.9574468085106383
-0.6587,-0.1362,-0.0938,0.0,0.0
-0.6587,-0.1225,-0.4189,0.0,0.0
0.163,0.005,0.3006,0.0,0.0
-0.1774,-0.015,0.1324,1.0,-0.9574468085106383
-0.0392,0.215,-0.2212,1.0,-0.9574468085106383
0.65,-0.2032,-0.063,1.0,-0.9574468085106383
-0.6288,-0.005,-0.1407,0.0,0.0
0.2096,0.205,-0.2188,0.0,0.0
0.0608,-0.005,0.2466,0.0,0.0
-0.3719,-0.005,0.0318,0.0,0.0
0.1977,0.205,0.3007,3.0,-0.8723404255319149
0.2086,0.1041,0.2944,1.0,-0.9574468085106383
-0.2087,0.0036,0.038,0.0,0.0
0.0784,0.205,-0.6988,0.0,0.0
0.096,0.215,0.0126,0.0,0.0
-0.0954,-0.015,-0.4565,0.0,0.0
-0.5322,0.0943,-0.479,0.0,0.0
-0.517,-0.005,-0.3496,0.0,0.0
-0.0596,0.205,-0.6013,0.0,0.0
0.0551,0.005,-0.6268,0.0,0.0
-0.2087,0.1405,0.1059,2.0,-0.9148936170212766
-0.6587,0.1273,-0.1276,2.0,-0.9148936170212766
0.0097,0.0206,-0.479,5.0,-0.7872340425531915
0.0752,-0.005,-0.1535,0.0,0.0
0.1357,-0.005,-0.6933,1.0,-0.9574468085106383
-0.3306,-0.005,-0.3591,0.0,0.0
0.0164,0.005,-0.2022,0.0,0.0
-0.4021,0.005,-0.2435,0.0,0.0
0.0418,-0.005,-0.4607,0.0,0.0
0.2391,-0.015,-0.2206,0.0,0.0
-0.2016,0.005,-0.1969,0.0,0.0
-0.4631,0.205,-0.4117,0.0,0.0
0.6054,-0.005,-0.4098,1.0,-0.9574468085106383
-0.3835,-0.015,-0.1252,0.0,0.0
-0.614,0.205,-0.3549,0.0,0.0
-0.3686,-0.015,0.4758,3.0,-0.8723404255319149
0.1483,-0.015,-0.2184,0.0,0.0
-0.189,0.205,-0.4337,0.0,0.0
-0.2087,0.0282,-0.1387,0.0,0.0
-0.5986,-0.005,-0.3221,0.0,0.0
0.0127,0.205,-0.2056,0.0,0.0
-0.5891,0.205,-0.4504,0.0,0.0
-0.1574,0.205,-0.2252,0.0,0.0
0.2568,-0.0731,-0.479,11.0,-0.5319148936170213
-0.2744,-0.1309,-0.0745,2.0,-0.9148936170212766
-0.3365,-0.005,-0.1126,1.0,-0.9574468085106383
0.1536,-0.005,-0.1147,0.0,0.0
0.1743,0.215,0.0316,3.0,-0.8723404255319149
-0.1235,0.205,-0.1712,3.0,-0.8723404255319149
-0.5268,-0.015,0.5876,0.0,0.0
0.1743,0.215,-0.1512,0.0,0.0
0.0674,-0.005,-0.5307,0.0,0.0
-0.1932,0.005,-0.5964,0.0,0.0
0.1599,0.005,0.0255,1.0,-0.9574468085106383
-0.6195,-0.015,0.4341,0.0,0.0
-0.4397,0.205,-0.3998,0.0,0.0
-0.1658,0.005,-0.1704,0.0,0.0
-0.2779,-0.1962,0.1492,9.0,-0.6170212765957447
-0.1714,0.215,-0.7202,0.0,0.0
0.65,-0.2092,-0.3559,0.0,0.0
-0.4628,-0.015,-0.4455,0.0,0.0
