x,y,z,EEGScore,NormalizedEEGScore
0.3864,-0.015,-0.3718,0.0,0.0
-0.0936,-0.015,-0.3981,0.0,0.0
-0.0839,-0.005,-0.073,0.0,0.0
-0.1958,0.205,-0.5308,0.0,0.0
0.1264,0.205,0.2384,0.0,0.0
0.1637,0.205,-0.178,0.0,0.0
-0.5625,0.215,-0.4506,0.0,0.0
-0.0838,0.205,-0.1263,0.0,0.0
0.65,-0.1948,-0.0506,1.0,-0.9574468085106383
-0.2925,-0.015,0.4951,0.0,0.0
0.1813,0.1353,0.0111,1.0,-0.9574468085106383
-0.0074,-0.015,-0.016,2.0,-0.9148936170212766
-0.0207,-0.005,-0.2024,0.0,0.0
-0.5256,0.005,-0.2742,0.0,0.0
0.04,0.205,0.077,0.0,0.0
0.1134,0.205,-0.4272,1.0,-0.9574468085106383
0.1102,0.205,0.0484,0.0,0.0
0.0906,0.005,-0.0863,0.0,0.0
-0.0116,0.205,-0.7283,0.0,0.0
0.2801,-0.005,-0.2694,0.0,0.0
-0.2087,0.1102,-0.1005,0.0,0.0
-0.1251,0.215,-0.0238,10.0,-0.574468085106383
0.1076,0.1759,0.2944,0.0,0.0
-0.1114,0.215,-0.0706,0.0,0.0
0.1941,0.205,-0.4543,0.0,0.0
-0.5405,-0.015,0.2156,0.0,0.0
-0.5365,-0.005,-0.1432,0.0,0.0
-0.2566,0.205,-0.3752,0.0,0.0
0.0127,-0.005,0.2961,4.0,-0.8297872340425532
0.0038,0.215,-0.3722,0.0,0.0
0.0604,0.205,0.0343,0.0,0.0
0.2336,0.205,-0.3585,0.0,0.0
-0.0125,0.205,-0.0089,1.0,-0.9574468085106383
-0.4182,-0.015,0.1945,2.0,-0.9148936170212766
-0.1626,0.1834,0.3044,0.0,0.0
0.0208,-0.005,0.2537,0.0,0.0
0.088,0.205,0.1054,0.0,0.0
-0.4828,0.005,-0.4078,0.0,0.0
-0.538,-0.005,-0.37,3.0,-0.8723404255319149
-0.5697,0.005,-0.1032,0.0,0.0
-0.1193,0.205,0.2598,0.0,0.0
-0.1883,0.005,0.2983,2.0,-0.9148936170212766
-0.635,-0.015,-0.405,0.0,0.0
-0.5583,0.156,-0.479,0.0,0.0
-0.3211,-0.015,0.0416,10.0,-0.574468085106383
-0.1625,-0.015,-0.2605,0.0,0.0
-0.6467,-0.005,-0.0218,0.0,0.0
0.1813,0.1141,-0.4005,3.0,-0.8723404255319149
0.016,0.1612,-0.479,0.0,0.0
0.013,-0.005,0.0209,1.0,-0.9574468085106383
0.1877,-0.005,-0.1067,2.0,-0.9148936170212766
-0.1589,-0.005,-0.4069,0.0,0.0
-0.231,-0.194,-0.479,0.0,0.0
0.2359,0.215,0.2069,1.0,-0.9574468085106383
0.0374,0.205,0.066,0.0,0.0
-0.4929,-0.005,0.0784,0.0,0.0
-0.1026,0.005,-0.4554,0.0,0.0
0.1813,0.0709,-0.1046,1.0,-0.9574468085106383
0.434,-0.005,-0.0781,5.0,-0.7872340425531915
-0.1509,0.005,-0.0654,0.0,0.0
0.6495,-0.015,-0.0062,8.0,-0.6595744680851063
0.2195,0.215,0.0906,0.0,0.0
-0.2565,-0.005,0.6643,0.0,0.0
0.3269,-0.005,-0.0846,0.0,0.0
-0.0887,-0.005,0.1355,0.0,0.0
0.3835,-0.005,-0.2648,1.0,-0.9574468085106383
-0.6183,0.005,-0.2995,0.0,0.0
0.66,-0.1366,-0.1561,0.0,0.0
0.3383,-0.005,-0.4206,1.0,-0.9574468085106383
-0.369,-0.015,0.0037,0.0,0.0
-0.1973,0.005,-0.3346,0.0,0.0
0.0905,-0.021,-0.0771,3.0,-0.8723404255319149
-0.0654,-0.005,-0.5726,0.0,0.0
-0.0992,-0.005,-0.1089,0.0,0.0
-0.1331,0.005,-0.577,0.0,0.0
-0.4579,0.205,-0.1339,0.0,0.0
0.1954,0.215,-0.5227,0.0,0.0
-0.3808,-0.005,0.6642,0.0,0.0
-0.1949,0.005,-0.1131,0.0,0.0
-0.2267,-0.005,-0.0638,4.0,-0.8297872340425532
-0.3244,0.205,-0.2902,0.0,0.0
0.2123,-0.005,-0.6055,0.0,0.0
-0.2009,-0.005,-0.6938,0.0,0.0
-0.4426,0.005,-0.1957,0.0,0.0
-0.4848,-0.2122,-0.479,0.0,0.0
0.5393,-0.005,-0.371,2.0,-0.9148936170212766
-0.2877,-0.005,-0.4677,0.0,0.0
-0.2779,-0.1108,0.2529,2.0,-0.9148936170212766
-0.0282,0.205,-0.1569,1.0,-0.9574468085106383
-0.1918,0.215,-0.4943,1.0,-0.9574468085106383
-0.2087,0.085,0.071,0.0,0.0
-0.1637,0.005,-0.1557,0.0,0.0
-0.5426,-0.015,0.1515,0.0,0.0
0.0935,-0.015,-0.3046,0.0,0.0
-0.0572,-0.005,-0.2515,0.0,0.0
-0.4622,-0.005,-0.2382,0.0,0.0
-0.1553,0.005,-0.2722,0.0,0.0
0.1566,-0.005,-0.2802,0.0,0.0
-0.0195,0.215,-0.4222,0.0,0.0
0.3183,-0.005,-0.3105,0.0,0.0
-0.6587,0.0109,-0.2672,0.0,0.0
-0.6587,-0.0714,0.223,2.0,-0.9148936170212766
0.1041,0.0481,0.1281,9.0,-0.6170212765957447
0.1813,0.1124,-0.1056,0.0,0.0
-0.1091,-0.015,-0.2686,0.0,0.0
-0.1649,0.215,0.042,0.0,0.0
0.0391,-0.015,-0.2722,0.0,0.0
-0.5619,0.137,-0.479,0.0,0.0
0.0703,0.205,-0.4834,3.0,-0.8723404255319149
-0.3434,0.215,-0.3564,0.0,0.0
0.2275,-0.005,-0.0079,0.0,0.0
0.1667,-0.015,-0.2282,0.0,0.0
0.2038,-0.005,-0.3916,1.0,-0.9574468085106383
-0.0267,0.205,-0.4821,0.0,0.0
0.3524,-0.111,-0.1143,2.0,-0.9148936170212766
-0.6587,0.0831,-0.3375,0.0,0.0
-0.0178,-0.1088,-0.479,0.0,0.0
0.1813,0.1113,-0.4128,3.0,-0.8723404255319149
0.035,0.205,-0.1475,7.0,-0.7021276595744681
-0.0505,-0.005,-0.2898,0.0,0.0
-0.0168,0.0857,0.1281,0.0,0.0
-0.6407,-0.015,0.7096,2.0,-0.9148936170212766
0.585,-0.005,-0.1217,0.0,0.0
-0.6487,-0.1546,0.6586,0.0,0.0
0.66,-0.1841,-0.0576,0.0,0.0
0.0896,-0.005,-0.4918,0.0,0.0
-0.2087,0.0042,-0.2164,0.0,0.0
-0.3801,-0.015,0.4509,1.0,-0.9574468085106383
-0.1489,-0.005,0.0479,0.0,0.0
-0.2779,-0.0788,0.5203,1.0,-0.9574468085106383
-0.5953,0.205,-0.472,0.0,0.0
-0.3695,-0.015,0.0771,0.0,0.0
0.1541,0.005,-0.0849,0.0,0.0
-0.5914,-0.005,-0.2599,0.0,0.0
-0.1303,-0.015,-0.2544,0.0,0.0
-0.2666,-0.005,-0.2687,4.0,-0.8297872340425532
0.2205,0.005,0.2659,4.0,-0.8297872340425532
0.1155,-0.005,0.2897,0.0,0.0
-0.4296,-0.015,-0.3363,0.0,0.0
-0.4109,-0.005,0.3467,0.0,0.0
-0.1426,-0.005,-0.5635,0.0,0.0
0.0983,0.005,-0.0645,0.0,0.0
-0.2417,0.205,-0.1983,6.0,-0.7446808510638299
0.0687,0.215,-0.2197,0.0,0.0
-0.3778,-0.015,-0.3555,0.0,0.0
0.1867,-0.005,0.0568,1.0,-0.9574468085106383
0.1813,0.137,0.1038,3.0,-0.8723404255319149
-0.4052,-0.005,-0.2478,0.0,0.0
0.654,-0.005,-0.4261,0.0,0.0
-0.4506,-0.015,0.0325,1.0,-0.9574468085106383
-0.0982,0.005,0.0991,1.0,-0.9574468085106383
-0.1809,0.205,-0.1072,0.0,0.0
-0.0704,0.205,-0.3175,0.0,0.0
-0.5039,-0.015,-0.3192,0.0,0.0
-0.3073,-0.005,0.1586,5.0,-0.7872340425531915
-0.0017,0.0473,0.1281,12.0,-0.4893617021276596
0.4111,-0.015,-0.1353,1.0,-0.9574468085106383
-0.1582,0.205,0.0089,0.0,0.0
-0.4782,0.005,-0.1019,6.0,-0.7446808510638299
-0.4414,0.215,-0.2738,0.0,0.0
0.1304,0.205,-0.1508,0.0,0.0
0.1883,0.215,-0.4121,0.0,0.0
-0.6587,-0.0341,-0.2124,0.0,0.0
-0.5957,-0.005,-0.4729,0.0,0.0
0.1962,0.005,-0.7215,0.0,0.0
0.1252,0.0252,-0.479,5.0,-0.7872340425531915
0.1876,0.205,-0.0685,3.0,-0.8723404255319149
-0.4537,0.215,-0.3324,0.0,0.0
-0.0209,0.205,-0.2259,0.0,0.0
0.1244,0.215,-0.413,1.0,-0.9574468085106383
-0.2497,-0.132,-0.479,0.0,0.0
0.0374,-0.015,-0.1735,0.0,0.0
-0.4312,-0.015,0.5938,0.0,0.0
0.3524,-0.1882,-0.3741,0.0,0.0
-0.3007,-0.015,0.2927,6.0,-0.7446808510638299
-0.335,0.215,-0.2098,0.0,0.0
-0.0473,-0.005,-0.1669,0.0,0.0
0.2162,0.005,-0.1683,0.0,0.0
-0.048,-0.005,-0.4648,1.0,-0.9574468085106383
-0.0728,-0.015,-0.0432,0.0,0.0
-0.2379,-0.005,-0.1774,0.0,0.0
0.0605,-0.1893,-0.0769,1.0,-0.9574468085106383
-0.6459,-0.005,0.6792,1.0,-0.9574468085106383
-0.629,-0.206,0.5813,0.0,0.0
0.032,0.061,-0.479,11.0,-0.5319148936170213
-0.1639,-0.005,-0.5451,0.0,0.0
-0.6587,-0.0893,0.2806,1.0,-0.9574468085106383
-0.5323,-0.005,-0.068,0.0,0.0
-0.5844,-0.005,0.4127,0.0,0.0
-0.4323,-0.005,0.4292,0.0,0.0
-0.1409,0.005,-0.4155,0.0,0.0
0.0057,0.205,-0.2691,0.0,0.0
-0.4817,0.215,-0.174,0.0,0.0
-0.4931,-0.015,-0.0838,5.0,-0.7872340425531915
-0.3475,-0.015,0.4522,1.0,-0.9574468085106383
0.66,-0.1921,-0.0481,1.0,-0.9574468085106383
-0.3343,-0.015,0.4833,1.0,-0.9574468085106383
0.5803,-0.015,-0.158,2.0,-0.9148936170212766
0.1844,-0.005,-0.0196,0.0,0.0
0.1074,0.005,-0.1683,0.0,0.0
-0.2779,-0.1405,0.1002,4.0,-0.8297872340425532
-0.6243,-0.015,0.6644,0.0,0.0
-0.6587,-0.0446,-0.0393,0.0,0.0
-0.6587,-0.1917,-0.2617,0.0,0.0
-0.2843,-0.005,-0.1461,0.0,0.0
-0.4003,0.1231,-0.479,0.0,0.0
0.3524,-0.0407,-0.4556,2.0,-0.9148936170212766
-0.6135,-0.015,0.3564,0.0,0.0
0.0415,0.005,0.0134,0.0,0.0
-0.1352,0.0703,0.3044,10.0,-0.574468085106383
-0.2087,0.1391,-0.1335,0.0,0.0
-0.6587,-0.1069,0.4846,0.0,0.0
-0.6587,0.1565,-0.3677,0.0,0.0
-0.1392,-0.015,-0.0921,0.0,0.0
-0.393,0.205,-0.1336,6.0,-0.7446808510638299
-0.6587,-0.1887,-0.0925,0.0,0.0
-0.1782,-0.015,-0.1052,0.0,0.0
0.0782,0.0575,-0.479,6.0,-0.7446808510638299
-0.6246,0.005,-0.2475,0.0,0.0
-0.006,0.205,-0.2822,0.0,0.0
-0.0995,0.1945,0.1281,0.0,0.0
-0.1999,-0.005,-0.1409,0.0,0.0
0.083,0.205,-0.4395,0.0,0.0
-0.3468,-0.0711,0.5813,0.0,0.0
0.1882,-0.005,-0.4626,0.0,0.0
-0.4467,-0.015,0.4512,0.0,0.0
-0.0172,-0.005,-0.0551,1.0,-0.9574468085106383
-0.3704,0.2144,-0.4792,0.0,0.0
-0.3068,0.215,-0.2715,0.0,0.0
-0.4516,-0.005,-0.1549,0.0,0.0
0.084,-0.005,0.0789,0.0,0.0
-0.1224,-0.015,-0.0312,0.0,0.0
-0.0853,0.205,-0.5526,0.0,0.0
-0.1347,0.005,-0.4057,0.0,0.0
-0.5628,0.005,-0.3545,0.0,0.0
0.3956,-0.005,-0.4216,5.0,-0.7872340425531915
-0.6587,0.1165,-0.417,0.0,0.0
-0.1722,0.205,-0.0163,3.0,-0.8723404255319149
-0.0114,0.215,0.0382,1.0,-0.9574468085106383
0.1808,-0.005,0.1023,1.0,-0.9574468085106383
0.1499,0.205,-0.2825,0.0,0.0
-0.589,-0.015,-0.1751,0.0,0.0
-0.3295,0.1031,-0.479,0.0,0.0
-0.5516,0.205,-0.1957,0.0,0.0
-0.2607,0.205,-0.194,1.0,-0.9574468085106383
0.0399,0.005,0.1565,0.0,0.0
-0.1683,0.205,-0.0187,4.0,-0.8297872340425532
-0.3297,0.205,-0.1272,2.0,-0.9148936170212766
0.0961,-0.1315,-0.479,0.0,0.0
0.0144,-0.015,-0.0471,2.0,-0.9148936170212766
-0.2864,-0.005,0.6379,1.0,-0.9574468085106383
0.2055,0.215,-0.3798,0.0,0.0
-0.3102,-0.005,0.3996,3.0,-0.8723404255319149
-0.6587,-0.1661,-0.0559,0.0,0.0
-0.1092,0.205,0.0266,9.0,-0.6170212765957447
-0.2002,0.005,-0.2698,0.0,0.0
0.1132,0.205,-0.2578,0.0,0.0
-0.104,0.005,-0.24,0.0,0.0
0.4997,-0.015,0.0145,0.0,0.0
0.309,-0.005,-0.2857,0.0,0.0
-0.2435,-0.015,0.363,1.0,-0.9574468085106383
0.1015,0.215,-0.1689,0.0,0.0
-0.2357,-0.005,-0.1247,0.0,0.0
0.3849,-0.015,-0.2925,4.0,-0.8297872340425532
-0.0772,0.205,-0.3032,0.0,0.0
-0.2525,-0.015,-0.0151,0.0,0.0
-0.137,-0.005,-0.1263,0.0,0.0
-0.2656,0.205,-0.3202,0.0,0.0
0.0926,0.215,0.0218,0.0,0.0
-0.2087,0.2125,-0.5683,0.0,0.0
0.0179,-0.1581,-0.0766,1.0,-0.9574468085106383
0.0568,0.215,0.0338,0.0,0.0
-0.6189,-0.005,-0.4373,0.0,0.0
-0.6587,-0.1827,0.5127,0.0,0.0
-0.3721,-0.005,-0.2771,0.0,0.0
-0.6173,-0.015,-0.2031,0.0,0.0
0.0215,0.215,-0.7275,0.0,0.0
0.1459,0.215,0.1715,0.0,0.0
-0.0939,-0.015,-0.3692,0.0,0.0
-0.6232,0.005,-0.3034,0.0,0.0
-0.1618,-0.005,0.3532,0.0,0.0
0.008,0.205,-0.1308,0.0,0.0
-0.0198,-0.1201,-0.0764,0.0,0.0
-0.6226,0.215,-0.3973,0.0,0.0
0.1306,0.005,-0.4226,0.0,0.0
-0.1699,-0.015,0.6865,0.0,0.0
-0.5829,-0.005,0.4695,0.0,0.0
-0.0992,-0.015,-0.3402,0.0,0.0
-0.2779,-0.0317,-0.0272,3.0,-0.8723404255319149
-0.6475,-0.005,-0.2859,0.0,0.0
-0.471,0.2057,-0.4792,0.0,0.0
0.0368,0.205,0.0665,1.0,-0.9574468085106383
-0.0884,-0.005,-0.0645,0.0,0.0
-0.0886,-0.005,-0.4889,2.0,-0.9148936170212766
-0.0886,0.005,-0.4362,0.0,0.0
-0.1853,-0.015,0.0569,2.0,-0.9148936170212766
-0.5158,0.205,-0.436,0.0,0.0
-0.0119,0.205,-0.316,0.0,0.0
0.608,-0.015,-0.0703,0.0,0.0
-0.1926,0.215,0.2229,0.0,0.0
0.2167,0.215,-0.009,0.0,0.0
0.0826,0.1797,0.1281,0.0,0.0
-0.5338,-0.005,0.3365,0.0,0.0
0.1519,0.205,-0.4363,0.0,0.0
-0.45,0.0825,-0.0905,1.0,-0.9574468085106383
0.032,0.205,-0.4678,2.0,-0.9148936170212766
-0.6253,-0.015,-0.2257,0.0,0.0
-0.6587,-0.1966,0.2331,0.0,0.0
0.2063,0.005,-0.6405,0.0,0.0
0.1371,-0.005,-0.4741,4.0,-0.8297872340425532
0.65,-0.1612,-0.4121,0.0,0.0
-0.1632,-0.015,0.0289,2.0,-0.9148936170212766
-0.6587,0.0623,-0.1329,0.0,0.0
0.3696,-0.015,-0.3667,6.0,-0.7446808510638299
0.215,0.005,0.0853,0.0,0.0
-0.4632,-0.015,0.0658,0.0,0.0
-0.5342,-0.015,0.4738,0.0,0.0
-0.5432,-0.005,-0.0463,1.0,-0.9574468085106383
0.66,-0.1707,-0.1,0.0,0.0
-0.198,-0.0131,-0.479,0.0,0.0
-0.2756,-0.005,0.6714,1.0,-0.9574468085106383
-0.0945,0.005,-0.1476,0.0,0.0
0.2006,-0.005,-0.3864,2.0,-0.9148936170212766
-0.2511,-0.005,-0.4031,0.0,0.0
0.1593,0.205,-0.4815,0.0,0.0
0.2432,-0.005,-0.0686,1.0,-0.9574468085106383
0.0636,-0.015,-0.4727,0.0,0.0
-0.3909,0.0284,-0.479,0.0,0.0
-0.033,0.005,-0.2044,0.0,0.0
-0.5214,0.005,-0.3633,0.0,0.0
0.0802,-0.1314,-0.0771,0.0,0.0
-0.4032,0.19,-0.479,0.0,0.0
-0.0859,0.215,-0.1104,0.0,0.0
-0.3142,-0.015,-0.0818,3.0,-0.8723404255319149
0.66,-0.1162,0.016,0.0,0.0
-0.183,-0.005,-0.3815,0.0,0.0
-0.3585,0.205,-0.3065,0.0,0.0
-0.1688,-0.005,-0.3405,0.0,0.0
-0.0754,0.005,-0.2954,0.0,0.0
0.1274,0.1116,-0.479,8.0,-0.6595744680851063
-0.3004,-0.015,0.2521,12.0,-0.4893617021276596
0.004,-0.005,-0.4286,0.0,0.0
-0.1806,-0.1127,-0.0752,4.0,-0.8297872340425532
0.0253,0.215,-0.2648,0.0,0.0
-0.2779,-0.1791,0.2739,7.0,-0.7021276595744681
-0.1662,0.005,-0.1485,0.0,0.0
-0.4824,-0.015,-0.0069,1.0,-0.9574468085106383
-0.6502,-0.015,0.5067,2.0,-0.9148936170212766
-0.1587,-0.015,-0.0583,0.0,0.0
0.013,-0.005,-0.4562,0.0,0.0
-0.2885,-0.005,0.6527,1.0,-0.9574468085106383
-0.4163,-0.015,-0.4407,0.0,0.0
-0.4293,0.215,-0.182,0.0,0.0
-0.1859,0.215,-0.1234,0.0,0.0
0.1781,-0.0959,-0.479,0.0,0.0
0.5498,-0.015,0.0167,0.0,0.0
0.1813,0.0628,0.0417,3.0,-0.8723404255319149
-0.1857,-0.2041,-0.479,0.0,0.0
-0.0321,-0.015,-0.01,0.0,0.0
0.2109,-0.005,-0.7293,0.0,0.0
-0.2798,0.205,-0.2183,0.0,0.0
0.1343,0.215,0.2823,0.0,0.0
-0.1518,0.215,0.0622,1.0,-0.9574468085106383
0.0925,0.205,-0.2737,0.0,0.0
0.3524,-0.0598,-0.2232,9.0,-0.6170212765957447
0.1483,0.205,0.0262,1.0,-0.9574468085106383
0.3079,-0.015,-0.3277,0.0,0.0
-0.1407,0.005,-0.6934,0.0,0.0
-0.1363,0.005,-0.6604,0.0,0.0
-0.6029,-0.005,0.4223,0.0,0.0
-0.3615,-0.0149,0.7315,0.0,0.0
-0.3305,-0.1115,-0.479,0.0,0.0
-0.0279,0.005,-0.4634,1.0,-0.9574468085106383
0.0674,0.205,-0.1446,9.0,-0.6170212765957447
0.2748,-0.015,-0.1325,0.0,0.0
-0.524,0.005,-0.1711,0.0,0.0
-0.6386,0.205,-0.2887,0.0,0.0
-0.1236,0.005,0.0267,0.0,0.0
0.1718,-0.005,-0.5718,0.0,0.0
0.2125,-0.005,-0.3702,0.0,0.0
0.1275,0.205,-0.2842,0.0,0.0
-0.4078,-0.015,-0.2813,0.0,0.0
0.0887,0.205,-0.195,0.0,0.0
0.0167,-0.034,-0.0766,0.0,0.0
-0.157,0.205,0.0502,0.0,0.0
0.0631,-0.151,-0.077,0.0,0.0
-0.1049,0.205,-0.0651,1.0,-0.9574468085106383
-0.6136,0.005,-0.2999,0.0,0.0
-0.6477,0.215,-0.4749,0.0,0.0
0.1339,0.205,-0.3505,0.0,0.0
0.6277,-0.015,-0.1326,0.0,0.0
0.1503,0.215,-0.2697,0.0,0.0
-0.1713,0.215,-0.2124,0.0,0.0
-0.6565,0.005,-0.3614,0.0,0.0
0.1446,0.205,-0.1259,1.0,-0.9574468085106383
0.102,0.205,-0.6979,0.0,0.0
0.1982,0.0702,0.3044,3.0,-0.8723404255319149
0.1534,-0.015,-0.0469,1.0,-0.9574468085106383
-0.429,0.215,-0.4185,0.0,0.0
-0.0678,0.005,-0.3751,0.0,0.0
-0.0725,0.005,0.0106,0.0,0.0
-0.1135,-0.005,-0.0564,0.0,0.0
0.5728,-0.005,-0.0371,1.0,-0.9574468085106383
-0.1108,-0.005,-0.1045,0.0,0.0
-0.1254,-0.015,-0.3104,0.0,0.0
-0.0716,0.205,-0.2918,0.0,0.0
-0.4465,0.005,-0.1982,0.0,0.0
-0.1452,0.215,0.2425,0.0,0.0
0.2078,0.215,0.1818,0.0,0.0
-0.6135,-0.015,-0.0258,0.0,0.0
-0.406,-0.005,0.1237,0.0,0.0
0.336,-0.015,-0.1741,0.0,0.0
-0.0618,-0.005,0.1171,0.0,0.0
0.1337,0.0565,0.2944,1.0,-0.9574468085106383
0.1223,0.215,0.2566,0.0,0.0
-0.5623,-0.005,0.4302,0.0,0.0
-0.1255,0.005,-0.5992,0.0,0.0
-0.0043,-0.005,-0.2071,0.0,0.0
-0.2779,-0.2094,0.2316,3.0,-0.8723404255319149
-0.2469,-0.005,0.4617,1.0,-0.9574468085106383
-0.2087,0.0891,-0.1318,0.0,0.0
0.66,-0.0819,0.0027,0.0,0.0
-0.2131,-0.005,-0.3335,0.0,0.0
-0.0277,-0.005,0.1011,0.0,0.0
0.1584,-0.005,-0.3821,0.0,0.0
0.6549,-0.015,-0.062,0.0,0.0
-0.1276,0.005,-0.2824,0.0,0.0
-0.1863,0.005,0.2776,1.0,-0.9574468085106383
-0.292,0.0148,-0.479,0.0,0.0
0.447,-0.005,-0.0441,1.0,-0.9574468085106383
0.0734,0.005,-0.2161,0.0,0.0
-0.4794,-0.005,0.2469,0.0,0.0
-0.0788,-0.005,-0.6758,0.0,0.0
0.1739,0.215,0.0647,2.0,-0.9148936170212766
0.0219,-0.2064,-0.0767,2.0,-0.9148936170212766
-0.0723,0.0125,0.1281,0.0,0.0
-0.0233,0.205,-0.5807,0.0,0.0
-0.6107,0.215,-0.2103,0.0,0.0
-0.0094,0.0253,-0.479,5.0,-0.7872340425531915
-0.158,-0.0087,0.4603,1.0,-0.9574468085106383
-0.2353,-0.015,-0.304,0.0,0.0
-0.501,0.215,-0.272,0.0,0.0
-0.0774,0.205,-0.3897,0.0,0.0
0.3165,-0.005,-0.4382,0.0,0.0
-0.2567,-0.0398,-0.0747,5.0,-0.7872340425531915
0.0673,-0.005,-0.0008,0.0,0.0
-0.0289,-0.005,-0.2849,0.0,0.0
-0.1822,-0.005,-0.056,0.0,0.0
0.0599,0.205,-0.2912,0.0,0.0
-0.6587,-0.159,-0.0036,0.0,0.0
-0.0841,0.205,-0.2769,0.0,0.0
-0.0748,-0.015,-0.4222,0.0,0.0
-0.3801,-0.005,-0.1415,0.0,0.0
-0.1103,0.205,-0.4932,0.0,0.0
0.0008,0.005,-0.5139,0.0,0.0
-0.0635,-0.005,0.2295,0.0,0.0
0.66,-0.2113,-0.1512,0.0,0.0
-0.0962,0.005,-0.0266,0.0,0.0
0.4758,-0.005,-0.1943,2.0,-0.9148936170212766
0.0756,-0.1777,-0.479,0.0,0.0
-0.1804,-0.005,0.6148,0.0,0.0
-0.2779,-0.0366,0.4593,0.0,0.0
-0.0952,0.0,-0.479,1.0,-0.9574468085106383
-0.3141,-0.015,0.1341,0.0,0.0
0.4649,-0.015,-0.2875,1.0,-0.9574468085106383
-0.0829,-0.1997,-0.0759,0.0,0.0
-0.263,-0.005,-0.1466,0.0,0.0
-0.0528,-0.015,-0.1593,0.0,0.0
0.1686,-0.005,-0.1905,0.0,0.0
-0.1582,0.205,0.1091,0.0,0.0
-0.1001,0.005,-0.4381,0.0,0.0
-0.4681,0.1108,-0.479,0.0,0.0
-0.5201,0.205,-0.4791,0.0,0.0
0.1351,0.205,-0.0701,2.0,-0.9148936170212766
-0.0757,-0.005,-0.1639,0.0,0.0
-0.0827,0.205,-0.3428,0.0,0.0
-0.3108,0.005,-0.2662,0.0,0.0
-0.1263,0.005,-0.2075,0.0,0.0
-0.097,-0.005,0.0966,1.0,-0.9574468085106383
-0.3486,-0.005,0.4391,1.0,-0.9574468085106383
0.5523,-0.015,-0.136,6.0,-0.7446808510638299
-0.2779,-0.1607,0.3091,3.0,-0.8723404255319149
-0.4353,0.215,-0.0991,0.0,0.0
-0.3675,-0.015,-0.4159,0.0,0.0
0.66,-0.1427,-0.064,0.0,0.0
-0.1585,0.205,-0.225,0.0,0.0
-0.1021,0.1463,0.2944,5.0,-0.7872340425531915
0.65,-0.0998,-0.0904,0.0,0.0
-0.277,-0.005,0.5142,0.0,0.0
0.1085,0.205,-0.4953,0.0,0.0
0.1818,0.205,-0.0736,3.0,-0.8723404255319149
-0.6448,-0.015,0.1599,0.0,0.0
-0.1949,0.005,-0.5533,0.0,0.0
0.1646,-0.1764,-0.479,0.0,0.0
-0.6221,-0.005,-0.1019,0.0,0.0
-0.6587,-0.0712,0.5674,0.0,0.0
0.1043,0.005,-0.2517,0.0,0.0
0.1874,-0.015,-0.3658,0.0,0.0
0.0714,-0.005,-0.037,0.0,0.0
0.1214,-0.0763,-0.479,0.0,0.0
-0.0466,-0.1321,-0.0327,3.0,-0.8723404255319149
-0.0544,0.005,0.1755,2.0,-0.9148936170212766
-0.6587,-0.066,0.072,0.0,0.0
-0.1275,-0.005,-0.4213,0.0,0.0
0.1285,0.205,-0.3631,0.0,0.0
-0.4182,0.005,-0.3726,0.0,0.0
0.135,0.0373,0.3044,2.0,-0.9148936170212766
0.3524,-0.1594,-0.3991,1.0,-0.9574468085106383
-0.3921,-0.005,-0.1364,0.0,0.0
-0.0764,0.005,-0.4591,0.0,0.0
-0.0763,0.005,-0.446,0.0,0.0
-0.1214,0.005,-0.6351,0.0,0.0
-0.0489,-0.005,-0.6571,0.0,0.0
-0.1188,0.205,-0.3288,1.0,-0.9574468085106383
-0.2956,-0.015,0.3971,8.0,-0.6595744680851063
0.0767,0.205,-0.0792,0.0,0.0
0.1495,0.005,-0.3225,1.0,-0.9574468085106383
-0.6587,0.1531,-0.1334,0.0,0.0
-0.3401,-0.015,0.0748,0.0,0.0
-0.491,0.005,-0.1806,0.0,0.0
0.51,-0.0105,-0.1479,24.0,0.02127659574468077
-0.5329,-0.005,-0.1241,0.0,0.0
-0.1129,-0.015,-0.4603,0.0,0.0
-0.1755,0.0139,0.1281,0.0,0.0
0.1353,0.005,-0.3375,0.0,0.0
-0.5343,-0.005,-0.1683,0.0,0.0
-0.2826,0.005,-0.3235,0.0,0.0
0.222,0.215,-0.1984,0.0,0.0
0.067,-0.005,-0.2963,0.0,0.0
0.022,0.005,-0.0079,0.0,0.0
0.0021,0.005,-0.1539,0.0,0.0
-0.5623,-0.015,0.393,0.0,0.0
-0.1621,-0.015,0.6841,0.0,0.0
0.6005,-0.005,-0.1326,0.0,0.0
-0.252,-0.015,0.4181,0.0,0.0
0.048,0.005,-0.3478,0.0,0.0
0.1813,0.1507,0.1236,1.0,-0.9574468085106383
-0.5291,0.205,-0.4413,0.0,0.0
0.0779,-0.005,0.1302,0.0,0.0
-0.6587,-0.0523,0.6658,1.0,-0.9574468085106383
0.1176,0.205,-0.3336,0.0,0.0
-0.4776,-0.005,-0.414,0.0,0.0
0.1813,0.0301,-0.3315,4.0,-0.8297872340425532
-0.1826,0.205,-0.2138,0.0,0.0
-0.2138,0.215,-0.4555,0.0,0.0
0.2527,-0.005,-0.3883,0.0,0.0
0.0448,0.205,0.1083,2.0,-0.9148936170212766
-0.0163,-0.005,-0.0968,0.0,0.0
0.6133,-0.005,-0.1558,0.0,0.0
-0.1607,-0.005,0.4394,0.0,0.0
