x,y,z,SaliencyScore,NormalizedScore,Labels,EEGScore,NormalizedEEG,NormalizedCombinedScore
0.0409,0.1799,-0.7025,0.0,0.0,[],0.0,0.0,0.0
-0.1021,-0.185,-0.6164,0.0,0.0,[],0.0,0.0,0.0
0.1748,0.185,0.7054,0.0,0.0,[],0.0,0.0,0.0
0.0079,0.185,-0.6617,0.0,0.0,[],0.0,0.0,0.0
0.5175,-0.215,-0.3287,0.0,0.0,[],0.0,0.0,0.0
-0.5904,-0.015,-0.3567,0.0,0.0,[],0.0,0.0,0.0
0.2394,0.015,-0.4356,0.0,0.0,[],0.0,0.0,0.0
-0.0082,-0.015,0.3356,0.0,0.0,[],0.0,0.0,0.0
-0.1907,-0.015,-0.5921,0.0,0.0,[],0.0,0.0,0.0
-0.2092,-0.185,-0.4775,0.0,0.0,[],0.0,0.0,0.0
0.2486,-0.185,-0.696,0.0,0.0,[],0.0,0.0,0.0
0.1163,0.015,-0.3571,0.0,0.0,[],0.0,0.0,0.0
0.2836,0.185,0.622,0.0,0.0,[],0.0,0.0,0.0
0.0214,0.015,-0.675,0.0,0.0,[],0.0,0.0,0.0
0.3329,-0.0317,-0.7265,0.0,0.0,[],0.0,0.0,0.0
0.3298,0.015,-0.3268,0.0,0.0,[],0.0,0.0,0.0
0.3978,0.015,-0.3028,0.0,0.0,[],0.0,0.0,0.0
-0.3992,-0.185,-0.7191,0.0,0.0,[],0.0,0.0,0.0
-0.4787,-0.185,-0.4136,0.0,0.0,[],0.0,0.0,0.0
0.1297,0.215,-0.4622,0.0,0.0,[],0.0,0.0,0.0
0.035,0.015,0.0093,0.0,0.0,[],0.0,0.0,0.0
0.4416,-0.185,-0.426,1.1040912667191187,0.08557698757782914,"['Rejection', 'Rejection', 'Rejection', 'Rejection']",-4.0,-0.10810810810810811,-0.011814358069426297
-0.0353,-0.015,-0.3594,0.0,0.0,[],0.0,0.0,0.0
0.7665,-0.0021,-0.4578,0.0,0.0,[],0.0,0.0,0.0
0.2685,0.015,-0.333,0.0,0.0,[],0.0,0.0,0.0
