x,y,z,SaliencyScore,NormalizedScore,Labels,EEGScore,NormalizedEEG,NormalizedCombinedScore
0.7173,-0.1925,-0.2423,0.0,0.0,[],0.0,0.0,0.0
0.1657,0.0773,-0.7132,0.0,0.0,[],0.0,0.0,0.0
0.5297,0.1303,0.6055,0.0,0.0,[],0.0,0.0,0.0
-0.5477,0.0004,0.3908,0.0,0.0,[],0.0,0.0,0.0
0.7173,-0.0099,0.419,1.0169134971390104,0.12517089944897872,"['Rejection', 'Rejection', 'Rejection']",-3.0,-0.13636363636363635,-0.017068759015769826
-0.6536,-0.1124,0.7232,0.0,0.0,[],0.0,0.0,0.0
0.4481,0.0415,-0.0931,0.0,0.0,[],0.0,0.0,0.0
0.2173,-0.089,-0.0601,0.0,0.0,[],0.0,0.0,0.0
-0.1782,0.0784,-0.1973,0.0,0.0,[],0.0,0.0,0.0
0.5514,0.2,-0.4199,0.0,0.0,[],0.0,0.0,0.0
-0.4292,-0.106,0.0688,0.0,0.0,[],0.0,0.0,0.0
0.4836,0.0449,0.6055,0.883078088185796,0.10869722832166383,"['Rejection', 'Rejection', 'Rejection']",-3.0,-0.13636363636363635,-0.01482234931659052
-0.367,0.0004,0.612,0.0,0.0,[],0.0,0.0,0.0
-0.3121,0.09,0.079,0.0,0.0,[],0.0,0.0,0.0
0.1548,0.1592,-0.7132,0.0,0.0,[],0.0,0.0,0.0
0.1074,0.1928,-0.1973,0.0,0.0,[],0.0,0.0,0.0
0.7173,-0.098,-0.712,0.0,0.0,[],0.0,0.0,0.0
0.6922,-0.0411,0.2018,0.0,0.0,[],0.0,0.0,0.0
-0.3393,-0.1996,0.4936,0.0,0.0,[],0.0,0.0,0.0
0.6923,0.1199,-0.7163,0.0,0.0,[],0.0,0.0,0.0
-0.384,0.2,-0.659,0.0,0.0,[],0.0,0.0,0.0
-0.4754,0.0,-0.466,0.0,0.0,[],0.0,0.0,0.0
0.5746,-0.0665,0.138,0.63282564792999,0.0778938973360401,['Rejection'],-1.0,-0.045454545454545456,-0.003540631697092732
0.2599,-0.0385,0.3089,0.0,0.0,[],0.0,0.0,0.0
0.7226,-0.025,-0.3532,0.0,0.0,[],0.0,0.0,0.0
0.2073,-0.1438,-0.0719,0.0,0.0,[],0.0,0.0,0.0
-0.6951,0.0,-0.2252,0.0,0.0,[],0.0,0.0,0.0
0.0708,0.1524,-0.7132,0.0,0.0,[],0.0,0.0,0.0
0.0759,0.025,-0.7192,0.39039885560417364,0.04805381779011475,['Rejection'],-1.0,-0.045454545454545456,-0.0021842644450052163
0.4502,0.0,-0.6543,0.0,0.0,[],0.0,0.0,0.0
-0.7223,-0.0787,0.3783,0.0,0.0,[],0.0,0.0,0.0
-0.3927,0.1244,-0.0073,0.0,0.0,[],0.0,0.0,0.0
0.5415,0.0,-0.6203,0.0,0.0,[],0.0,0.0,0.0
0.6309,-0.2,-0.6036,0.0,0.0,[],0.0,0.0,0.0
-0.1458,0.0398,-0.7132,1.7840794345338273,0.21960061316650786,"['Rejection', 'Rejection', 'Rejection', 'Rejection', 'Rejection']",-5.0,-0.22727272727272727,-0.04990923026511543
-0.7223,0.1095,-0.6371,0.0,0.0,[],0.0,0.0,0.0
0.4148,0.0,-0.2706,0.0,0.0,[],0.0,0.0,0.0
-0.3017,0.1481,-0.0671,0.0,0.0,[],0.0,0.0,0.0
0.7068,0.0343,-0.1973,0.0,0.0,[],0.0,0.0,0.0
0.2397,-0.0385,0.3451,0.8896415348367552,0.10950511662592698,"['Rejection', 'Rejection']",-2.0,-0.09090909090909091,-0.009955010602357
-0.3496,0.2,-0.4272,0.0,0.0,[],0.0,0.0,0.0
0.6169,0.1615,0.4253,0.0,0.0,[],0.0,0.0,0.0
0.4329,0.1264,0.6055,0.0,0.0,[],0.0,0.0,0.0
0.6362,0.0,-0.4071,0.0,0.0,[],0.0,0.0,0.0
0.6027,0.0,-0.579,0.0,0.0,[],0.0,0.0,0.0
0.2173,0.1324,0.1378,0.0,0.0,[],0.0,0.0,0.0
0.5196,0.0,-0.2422,0.0,0.0,[],0.0,0.0,0.0
-0.2223,-0.1003,0.4194,0.5093402894648267,0.06269420391929402,['Rejection'],-1.0,-0.045454545454545456,-0.002849736541786092
-0.0689,0.1935,-0.7132,0.0,0.0,[],0.0,0.0,0.0
0.5599,0.1615,0.4802,0.6335829686974083,0.07798711521730123,"['Rejection', 'Rejection']",-2.0,-0.09090909090909091,-0.007089737747027384
-0.4585,0.0,-0.5725,0.0,0.0,[],0.0,0.0,0.0
-0.2223,0.0584,0.1119,0.0,0.0,[],0.0,0.0,0.0
-0.7223,0.0411,-0.0059,0.0,0.0,[],0.0,0.0,0.0
0.6551,-0.0385,0.3414,0.0,0.0,[],0.0,0.0,0.0
0.5671,-0.0385,0.4488,0.0,0.0,[],0.0,0.0,0.0
-0.5702,0.2,-0.5867,0.0,0.0,[],0.0,0.0,0.0
-0.5313,0.0004,0.6881,0.0,0.0,[],0.0,0.0,0.0
0.0608,0.2,-0.2855,0.0,0.0,[],0.0,0.0,0.0
0.3536,-0.0274,-0.7132,0.0,0.0,[],0.0,0.0,0.0
0.3963,0.0298,-0.7132,0.3838354089532144,0.04724592948585159,['Rejection'],-1.0,-0.045454545454545456,-0.0021475422493568903
-0.2394,0.0264,0.2388,0.0,0.0,[],0.0,0.0,0.0
0.4101,-0.0167,0.6055,3.300235610905419,0.4062228114512988,"['Rejection', 'Attention', 'Rejection', 'Rejection', 'Attention', 'Rejection', 'Attention', 'Rejection']",-2.0,-0.09090909090909091,-0.03692934649557261
-0.2223,-0.1667,0.4291,0.0,0.0,[],0.0,0.0,0.0
