x,y,z,SaliencyScore,NormalizedScore,Labels,EEGScore,NormalizedEEG,NormalizedCombinedScore
0.6091,-0.0254,0.6188,0.0,0.0,[],0.0,0.0,0.0
-0.8213,-0.0554,-0.7456,0.0,0.0,[],0.0,0.0,0.0
-0.815,-0.0254,-0.2417,0.0,0.0,[],0.0,0.0,0.0
-0.2387,-0.2454,-0.5768,0.0,0.0,[],0.0,0.0,0.0
0.509,-0.0254,0.5163,0.0,0.0,[],0.0,0.0,0.0
-0.8394,-0.0254,0.2929,0.0,0.0,[],0.0,0.0,0.0
0.4566,-0.0397,0.912,0.7192788815305372,0.07267117686417367,"['Rejection', 'Rejection', 'Rejection']",-3.0,-0.08333333333333333,-0.006055931405347805
-0.673,-0.2095,0.837,0.0,0.0,[],0.0,0.0,0.0
-0.8278,-0.0455,0.5946,0.5253863134657838,0.05308155527470077,"['Rejection', 'Attention']",0.0,0.0,0.0
-0.2356,-0.2454,0.7203,0.0,0.0,[],0.0,0.0,0.0
-0.781,-0.0254,-0.5973,0.0,0.0,[],0.0,0.0,0.0
-0.8278,-0.0556,0.1137,0.0,0.0,[],0.0,0.0,0.0
0.8265,-0.0254,0.4918,0.0,0.0,[],0.0,0.0,0.0
-0.2019,-0.1276,-0.8072,0.0,0.0,[],0.0,0.0,0.0
-0.7174,-0.0254,-0.8379,0.0,0.0,[],0.0,0.0,0.0
-0.2416,0.2454,-0.5241,0.0,0.0,[],0.0,0.0,0.0
-0.8278,-0.0312,-0.282,0.0,0.0,[],0.0,0.0,0.0
-0.1958,-0.2454,0.3895,0.0,0.0,[],0.0,0.0,0.0
-0.0392,-0.0254,0.6064,0.526122148638705,0.05315589918965133,"['Rejection', 'Rejection']",-2.0,-0.05555555555555555,-0.0029531055105361846
-0.6083,-0.0254,0.599,0.0,0.0,[],0.0,0.0,0.0
-0.4595,-0.2454,0.3395,0.0,0.0,[],0.0,0.0,0.0
-0.4972,-0.0254,-0.6974,0.0,0.0,[],0.0,0.0,0.0
0.3824,-0.0254,0.4453,0.0,0.0,[],0.0,0.0,0.0
-0.1416,-0.1096,-0.2625,0.0,0.0,[],0.0,0.0,0.0
-0.3565,-0.0254,-0.7864,0.0,0.0,[],0.0,0.0,0.0
